Oceans,Regions,Latitude,Longitude,Date,Concentration,is_hotspot
Indian,North Pacific,-58.631613979738816,176.53471536766946,2010-03-18 17:14:26.233116558,5.409110947722946,0
Pacific,North Atlantic,58.38413680982517,-0.2307977610741461,2010-03-21 06:36:55.107553776,5.568312084681497,0
Pacific,Arctic,18.09617067855114,65.45989153182914,2010-03-23 19:59:23.981990995,1.812264607061276,0
Southern,South Indian,-8.95072167125768,98.90665869077736,2010-03-26 09:21:52.856428214,12.464562753818177,0
Southern,Arctic,-51.52403032820044,-69.32428828277861,2010-03-28 22:44:21.730865432,13.356232762953836,0
Arctic,Arctic,-11.880770614445796,-154.3841078822708,2010-03-31 12:06:50.605302651,5.086776364822277,0
Pacific,South Pacific,55.46469388534434,127.708607531061,2010-04-03 01:29:19.479739869,9.412475972916432,0
Pacific,Antarctic,46.0661991913237,-74.9085005183236,2010-04-05 14:51:48.354177088,2.945371782755591,0
Indian,Antarctic,-5.782819289748275,-97.51801899189634,2010-04-08 04:14:17.228614307,2.1120925889926347,0
Atlantic,North Atlantic,11.95901509643383,41.79988814965959,2010-04-10 17:36:46.103051525,4.953353023276283,0
Pacific,South Atlantic,-9.083349425754848,149.57167723859934,2010-04-13 06:59:14.977488744,14.746716831626998,1
Atlantic,Antarctic,30.659350216115755,138.8305206309006,2010-04-15 20:21:43.851925962,6.852209560843144,0
Pacific,Arctic,26.874393705587377,-139.3367051746237,2010-04-18 09:44:12.726363180,4.766004448615113,0
Southern,Antarctic,34.587134629616635,64.55399951287926,2010-04-20 23:06:41.600800400,10.336228454556071,0
Pacific,Arctic,-9.573191236275122,-44.65443252936106,2010-04-23 12:29:10.475237618,2.95687949699971,0
Indian,North Indian,53.71125796247257,-118.59826391765336,2010-04-26 01:51:39.349674836,2.167859438469824,0
Pacific,South Pacific,30.08709667177429,-43.32977581156909,2010-04-28 15:14:08.224112056,5.1928245151800905,0
Atlantic,South Pacific,36.671728218097066,174.89045556303304,2010-05-01 04:36:37.098549274,3.1580323332965334,0
Atlantic,South Atlantic,-28.170858394762323,77.95931032043984,2010-05-03 17:59:05.972986492,2.248923536146543,0
Pacific,Antarctic,-4.437424460411888,166.3119557042853,2010-05-06 07:21:34.847423712,18.24598483290387,1
Southern,Antarctic,23.793210102136875,82.20702149156227,2010-05-08 20:44:03.721860930,66.88712269765843,1
Indian,South Indian,28.52070976365537,143.00759706899103,2010-05-11 10:06:32.596298148,1.561095200982192,0
Southern,North Pacific,66.94370442575239,72.07727718432031,2010-05-13 23:29:01.470735366,4.8749324631249324,0
Arctic,North Indian,-22.094896821209005,-78.13887550656075,2010-05-16 12:51:30.345172586,8.797445442810501,0
Atlantic,South Pacific,49.05151305002081,-70.8058447390866,2010-05-19 02:13:59.219609804,1.322329386466711,0
Southern,North Indian,-17.167440352794053,100.70863714974158,2010-05-21 15:36:28.094047022,5.913516114740298,0
Pacific,South Pacific,-1.2735720429925412,168.72892207669548,2010-05-24 04:58:56.968484242,6.3591409054915795,0
Pacific,North Indian,-57.800225349557394,-48.61541243943894,2010-05-26 18:21:25.842921460,11.94079753380309,0
Pacific,North Atlantic,41.57656029277045,-2.1370998875340375,2010-05-29 07:43:54.717358678,3.411897485976009,0
Pacific,Arctic,-57.41280711378988,71.6498690551542,2010-05-31 21:06:23.591795898,4.201676155629531,0
Atlantic,South Pacific,34.19275695006984,-68.15593371948188,2010-06-03 10:28:52.466233116,19.520609448056444,1
Pacific,North Indian,31.354555127471492,143.1843705519389,2010-06-05 23:51:21.340670334,11.23937931858775,0
Arctic,Antarctic,-54.543545588344216,-10.41017374637526,2010-06-08 13:13:50.215107552,15.301848508632435,1
Atlantic,North Pacific,-10.05475595962293,-24.359796043680483,2010-06-11 02:36:19.089544772,1.2787991174584912,0
Pacific,North Atlantic,-48.477713282554504,152.00311314194272,2010-06-13 15:58:47.963981990,3.787369451277005,0
Atlantic,North Atlantic,-13.13980621059678,-25.048113088331924,2010-06-16 05:21:16.838419208,33.658468958483624,1
Pacific,North Pacific,-11.28496707035122,153.19055579288218,2010-06-18 18:43:45.712856428,6.794134387099796,0
Arctic,North Indian,29.314244210828388,-121.6210821217266,2010-06-21 08:06:14.587293646,6.516091880881951,0
Pacific,Antarctic,54.80552286772076,27.73507031640902,2010-06-23 21:28:43.461730864,6.805607031878802,0
Southern,South Atlantic,10.743680050069102,-124.42976283747588,2010-06-26 10:51:12.336168082,35.5163925097246,1
Indian,North Pacific,55.89507077278503,-7.571926367907425,2010-06-29 00:13:41.210605302,3.503588802651912,0
Pacific,North Indian,-19.767394704667296,171.5087600582602,2010-07-01 13:36:10.085042520,14.461102868546888,1
Pacific,North Pacific,37.78812404733898,-83.8269169851791,2010-07-04 02:58:38.959479738,9.620902347426515,0
Arctic,North Pacific,-49.55620734596661,104.45989928164644,2010-07-06 16:21:07.833916958,1.8847413929115868,0
Indian,South Pacific,44.06696619780284,-88.63284867984284,2010-07-09 05:43:36.708354176,5.4815423962404815,0
Indian,North Indian,-52.24868182965505,112.48422387080556,2010-07-11 19:06:05.582791394,3.2098009855445397,0
Indian,South Atlantic,-18.057885528435676,95.45776864730264,2010-07-14 08:28:34.457228614,2.0683531503772783,0
Pacific,Arctic,-38.36614303957782,103.09225894621127,2010-07-16 21:51:03.331665832,24.4446942751378,1
Atlantic,South Pacific,30.420250163032513,-110.463392471204,2010-07-19 11:13:32.206103050,2.1815754855725853,0
Pacific,North Pacific,-0.7887478051822117,118.62806950381488,2010-07-22 00:36:01.080540268,15.631751934174662,1
Arctic,Arctic,53.55151223728056,-98.2260911623223,2010-07-24 13:58:29.954977488,3.1217235482987533,0
Indian,South Indian,-33.837452608347945,-77.51721889914565,2010-07-27 03:20:58.829414706,28.71482648901514,1
Pacific,Arctic,1.1451436327073894,-65.75252990390761,2010-07-29 16:43:27.703851924,4.85586430162352,0
Pacific,North Pacific,-39.62779155082051,86.9462108377165,2010-08-01 06:05:56.578289144,10.336254556464032,0
Pacific,North Pacific,-52.51565751063637,99.880426171228,2010-08-03 19:28:25.452726360,4.194269692683494,0
Pacific,Antarctic,-14.99723995020322,-58.21718680443274,2010-08-06 08:50:54.327163580,0.8461794397738007,0
Indian,North Indian,-43.81431693246,169.4160244286851,2010-08-08 22:13:23.201600800,1.3943926349214633,0
Indian,North Indian,-28.866817912589507,-10.6241668729938,2010-08-11 11:35:52.076038016,1.107315862957913,0
Arctic,South Pacific,45.82217561759091,99.66971768338132,2010-08-14 00:58:20.950475236,9.5240908451968,0
Atlantic,South Atlantic,39.732885017866934,-142.19220984595822,2010-08-16 14:20:49.824912456,7.180274662293424,0
Pacific,South Pacific,-9.511524054973368,94.77842693465216,2010-08-19 03:43:18.699349672,13.392298020802407,0
Indian,North Atlantic,5.693164333664437,53.17526692448271,2010-08-21 17:05:47.573786892,3.7464620932881703,0
Indian,North Pacific,3.935471901919273,-118.15592058800394,2010-08-24 06:28:16.448224112,0.8425710408150011,0
Atlantic,Arctic,27.52585697290187,-30.366637046689057,2010-08-26 19:50:45.322661328,27.1647296673408,1
Indian,South Indian,-54.54383455721129,-116.36752772755412,2010-08-29 09:13:14.197098548,19.8849080528186,1
Atlantic,North Pacific,-50.58509932811098,-73.70617316904939,2010-08-31 22:35:43.071535768,10.73927933134338,0
Atlantic,North Pacific,37.466825831060405,-72.0810179817222,2010-09-03 11:58:11.945972984,22.440662533245405,1
Atlantic,South Pacific,23.76281407114625,-104.59236372182248,2010-09-06 01:20:40.820410204,6.67526457328092,0
Pacific,South Indian,31.62984232043457,-110.68061215905736,2010-09-08 14:43:09.694847424,9.63282901103098,0
Pacific,South Indian,36.2412989824524,-130.04263858546005,2010-09-11 04:05:38.569284640,3.655985293233252,0
Pacific,South Indian,19.776854980993654,-44.63187375951924,2010-09-13 17:28:07.443721860,2.532739991260738,0
Indian,South Pacific,66.47135861234457,-84.00377083229839,2010-09-16 06:50:36.318159076,1.5270209229614051,0
Pacific,North Pacific,-8.74642938555312,63.74950990239891,2010-09-18 20:13:05.192596296,3.480719038221584,0
Atlantic,South Pacific,63.823869056462186,120.58903781322688,2010-09-21 09:35:34.067033516,105.844526858715,1
Southern,North Indian,45.87449563790774,-14.7027130646719,2010-09-23 22:58:02.941470732,1.6156326749928027,0
Pacific,North Indian,28.25197372144036,-149.79777587164534,2010-09-26 12:20:31.815907952,2.8931313271210537,0
Atlantic,South Pacific,30.21900238216239,124.57914821876996,2010-09-29 01:43:00.690345172,8.273536346341986,0
Indian,South Indian,14.372976206311256,127.0848812356532,2010-10-01 15:05:29.564782388,81.24389742097542,1
Pacific,Antarctic,-42.81250203336104,77.00925027010834,2010-10-04 04:27:58.439219608,2.586515874091835,0
Pacific,North Pacific,-32.753425632579194,-6.747528613253797,2010-10-06 17:50:27.313656828,3.940746080772664,0
Pacific,South Pacific,-49.295518797426176,38.349312138192126,2010-10-09 07:12:56.188094044,14.461716876630422,1
Pacific,South Pacific,-23.272350732240504,2.488120595025531,2010-10-11 20:35:25.062531264,13.666398852833552,0
Southern,South Pacific,34.45321760945103,152.87092464518088,2010-10-14 09:57:53.936968484,3.689453935719864,0
Arctic,Antarctic,36.30709162393231,-124.91428209552429,2010-10-16 23:20:22.811405700,3.209189823137923,0
Indian,Antarctic,-3.874732900429608,-16.92068370121302,2010-10-19 12:42:51.685842920,11.5640429012867,0
Arctic,North Atlantic,52.0569542675248,-3.671320174176018,2010-10-22 02:05:20.560280140,5.453105168411799,0
Arctic,North Indian,41.433713019662136,-61.15975277211319,2010-10-24 15:27:49.434717356,9.8502059168438,0
Pacific,Arctic,-30.89219375124753,158.85295057526497,2010-10-27 04:50:18.309154576,6.237984908878298,0
Arctic,South Indian,68.9764412757959,-147.73905936168384,2010-10-29 18:12:47.183591796,10.499530841755014,0
Atlantic,South Atlantic,-2.0903705117785876,77.06562341124058,2010-11-01 07:35:16.058029012,11.64428264410049,0
Arctic,Antarctic,-54.39338753155227,26.622152277573097,2010-11-03 20:57:44.932466232,1.0536126643780412,0
Arctic,Arctic,39.32335562218439,-132.71336311337285,2010-11-06 10:20:13.806903448,4.650534679910719,0
Pacific,Antarctic,41.13648903396289,-137.16916919377329,2010-11-08 23:42:42.681340668,10.31601505946814,0
Pacific,South Indian,46.94509441974881,-6.602335686646915,2010-11-11 13:05:11.555777888,16.6195329994128,1
Pacific,South Atlantic,-7.753167965724341,27.258949919233547,2010-11-14 02:27:40.430215104,5.301658150435158,0
Atlantic,North Atlantic,-46.37305667770048,128.9848807991182,2010-11-16 15:50:09.304652324,1.1681834421726514,0
Arctic,South Pacific,36.3818265403657,139.74640095292875,2010-11-19 05:12:38.179089544,25.767546832101097,1
Arctic,North Atlantic,41.447887294237894,-103.90659923844817,2010-11-21 18:35:07.053526760,17.385760008584455,1
Pacific,Antarctic,-21.41597334326094,-52.46434032205472,2010-11-24 07:57:35.927963980,8.21092585101256,0
Atlantic,North Atlantic,68.80417627297193,-9.978852841631616,2010-11-26 21:20:04.802401200,4.643587494126151,0
Atlantic,Arctic,8.87073898338381,-64.17466925101999,2010-11-29 10:42:33.676838416,13.467963505525397,0
Pacific,North Pacific,21.3600665865793,-32.70823634965598,2010-12-02 00:05:02.551275636,4.688199221392133,0
Pacific,Antarctic,36.79134672184144,-125.83750831450986,2010-12-04 13:27:31.425712856,17.74333496350361,1
Pacific,Antarctic,31.71541676562062,-134.75813097188993,2010-12-07 02:50:00.300150072,44.55639282307273,1
Southern,Arctic,-32.99259450841525,53.54889740519552,2010-12-09 16:12:29.174587292,4.5374726951983755,0
Pacific,North Indian,9.752107231403915,90.67544797290871,2010-12-12 05:34:58.049024512,16.126140649500623,1
Atlantic,South Atlantic,46.479079564750066,-70.75851816563981,2010-12-14 18:57:26.923461728,3.837626302911274,0
Indian,South Pacific,61.30766289280842,-0.8729481045112175,2010-12-17 08:19:55.797898948,20.64258715780397,1
Atlantic,Arctic,34.04828765074121,-38.1543060074003,2010-12-19 21:42:24.672336164,5.774630247757788,0
Southern,South Atlantic,8.276286030003625,-105.0022991303857,2010-12-22 11:04:53.546773384,31.432089578650412,1
Southern,South Indian,12.160738186894642,87.28472311688037,2010-12-25 00:27:22.421210604,5.597573271040585,0
Pacific,South Atlantic,-26.267008591475093,93.40745426117051,2010-12-27 13:49:51.295647820,3.0110347802683783,0
Atlantic,South Indian,39.40043542177038,-119.554849223248,2010-12-30 03:12:20.170085040,5.289120284507192,0
Pacific,Arctic,16.77302927152986,-38.129079191926024,2011-01-01 16:34:49.044522260,5.911730288048755,0
Pacific,Antarctic,-19.15538859930623,79.46482414817658,2011-01-04 05:57:17.918959476,9.359077266356229,0
Pacific,Antarctic,32.92538997706608,82.88789985729264,2011-01-06 19:19:46.793396696,5.318168515350877,0
Indian,North Indian,32.57534732343758,-27.8327032170623,2011-01-09 08:42:15.667833916,9.445009982098732,0
Atlantic,Arctic,37.99514245939818,-123.11524828699618,2011-01-11 22:04:44.542271132,9.613048575164736,0
Pacific,South Indian,-32.00414503641473,12.67668211816556,2011-01-14 11:27:13.416708352,4.818978703478636,0
Pacific,South Atlantic,17.713458253968287,-174.64716923561292,2011-01-17 00:49:42.291145572,10.26155265962259,0
Southern,South Atlantic,33.52983868115494,152.98341482794677,2011-01-19 14:12:11.165582788,4.1113799965289175,0
Pacific,South Indian,20.822315944870468,-34.843824270050206,2011-01-22 03:34:40.040020008,54.58799937979043,1
Pacific,North Atlantic,-50.7113205207751,-168.3143489655805,2011-01-24 16:57:08.914457228,9.965442811305566,0
Atlantic,North Indian,-18.02885803740601,80.16979080760292,2011-01-27 06:19:37.788894444,13.63070371449051,0
Southern,North Pacific,-47.48795615170687,32.116220442943344,2011-01-29 19:42:06.663331664,6.077881487301776,0
Pacific,Antarctic,-44.89649924845418,19.806668713904788,2011-02-01 09:04:35.537768884,3.5944960078023547,0
Indian,South Pacific,30.41633628088916,-128.05041946796192,2011-02-03 22:27:04.412206100,17.04744589376617,1
Indian,South Atlantic,32.95524352424675,-48.810291918718626,2011-02-06 11:49:33.286643320,10.276773245397274,0
Pacific,South Pacific,55.416354945449825,69.75285132566708,2011-02-09 01:12:02.161080536,0.5415778047195358,0
Indian,North Pacific,-36.98461266221217,48.24027626975572,2011-02-11 14:34:31.035517756,50.68594614773766,1
Atlantic,Arctic,34.72403263301924,-71.52768057860882,2011-02-14 03:56:59.909954976,15.453339416536291,1
Indian,South Pacific,41.81878941679882,-127.76013522662215,2011-02-16 17:19:28.784392192,5.047723800824175,0
Indian,North Pacific,-8.787245590223998,40.07425933910929,2011-02-19 06:41:57.658829412,13.539785495881686,0
Atlantic,Antarctic,-23.073905368542924,88.84731543638004,2011-02-21 20:04:26.533266632,11.26436167933374,0
Pacific,South Indian,29.31460375091713,-108.65706765380746,2011-02-24 09:26:55.407703848,12.125174353331584,0
Arctic,North Atlantic,-56.02128547620245,-78.00791926541456,2011-02-26 22:49:24.282141064,3.094013557963946,0
Pacific,Antarctic,-54.142254350435685,-113.02773790633968,2011-03-01 12:11:53.156578288,7.933986407390274,0
Pacific,South Atlantic,39.239005120646596,-154.23900086566533,2011-03-04 01:34:22.031015504,9.994879329294744,0
Pacific,North Pacific,17.655409127120905,-9.913638990639434,2011-03-06 14:56:50.905452720,25.327974986732645,1
Atlantic,South Pacific,42.8551057519903,-110.9212347663923,2011-03-09 04:19:19.779889944,8.187478560374297,0
Indian,South Atlantic,-38.66079372732973,-20.696586721477573,2011-03-11 17:41:48.654327160,11.37244562747914,0
Pacific,North Atlantic,-18.719064504806056,-50.130811780124674,2011-03-14 07:04:17.528764376,2.9734600582758866,0
Atlantic,South Indian,22.23712487964962,-96.38433871289092,2011-03-16 20:26:46.403201600,7.9033126396606574,0
Pacific,Arctic,37.60904070197725,138.44319016008393,2011-03-19 09:49:15.277638816,17.585445208963385,1
Indian,South Atlantic,38.94774490536719,-107.1085384697692,2011-03-21 23:11:44.152076032,3.727800095617285,0
Pacific,Arctic,17.3760235177069,56.83821672115132,2011-03-24 12:34:13.026513256,5.012361441809409,0
Indian,North Pacific,-23.604580652787888,-4.724033188774117,2011-03-27 01:56:41.900950472,2.8181575895520745,0
Atlantic,North Atlantic,-44.66273007318666,119.95540448769444,2011-03-29 15:19:10.775387688,1.9051934544374531,0
Southern,South Pacific,15.054424275528136,140.3047205219004,2011-04-01 04:41:39.649824912,3.1244325315611974,0
Pacific,North Atlantic,4.225572701645328,-160.12165436985396,2011-04-03 18:04:08.524262128,12.965890864144136,0
Pacific,North Atlantic,-43.2849560964058,71.08605620162167,2011-04-06 07:26:37.398699344,5.777034014690205,0
Pacific,North Indian,50.73878514646132,8.732854045380787,2011-04-08 20:49:06.273136568,3.134816013989995,0
Southern,North Atlantic,47.036466517649714,-72.14224456259706,2011-04-11 10:11:35.147573784,65.30651769430656,1
Arctic,North Atlantic,48.68496424259816,9.32281906041693,2011-04-13 23:34:04.022011000,3.662785243492852,0
Pacific,Antarctic,52.921662166346934,-75.0323629527245,2011-04-16 12:56:32.896448224,13.79870161222826,0
Indian,South Atlantic,-53.028309251711605,0.3489486691926036,2011-04-19 02:19:01.770885440,10.308537826627123,0
Arctic,South Pacific,39.395200024335736,-81.54856054176129,2011-04-21 15:41:30.645322656,9.470479643239225,0
Atlantic,Antarctic,6.402963964854905,20.43673916309664,2011-04-24 05:03:59.519759880,1.1842655659507175,0
Atlantic,Antarctic,-0.1561598916444229,-138.23374063571887,2011-04-26 18:26:28.394197096,26.315340595721704,1
Pacific,South Atlantic,-34.48266398140011,-106.18016636921912,2011-04-29 07:48:57.268634312,10.17038314387248,0
Pacific,South Atlantic,49.9804450416616,-10.008778097456885,2011-05-01 21:11:26.143071536,18.522103977605216,1
Arctic,North Pacific,-7.3367234838743265,166.31780755205617,2011-05-04 10:33:55.017508752,23.073353629387167,1
Southern,South Atlantic,29.02398606585416,-45.80845837309768,2011-05-06 23:56:23.891945968,41.00402472228558,1
Indian,North Indian,-52.787087531171615,-77.5653803020598,2011-05-09 13:18:52.766383192,2.7227671517801775,0
Pacific,North Indian,-49.61382058712309,127.97494369054472,2011-05-12 02:41:21.640820408,3.601072204958919,0
Pacific,Antarctic,27.104799444410354,-148.8551945750691,2011-05-14 16:03:50.515257624,4.128761445893849,0
Indian,Arctic,44.046884975357514,60.47030189598651,2011-05-17 05:26:19.389694848,3.1071744956814116,0
Arctic,North Pacific,-21.003391939910777,-122.26527533999808,2011-05-19 18:48:48.264132064,27.706818393693897,1
Arctic,Arctic,60.82534685344683,-124.69732073843358,2011-05-22 08:11:17.138569280,2.709601388874924,0
Indian,Arctic,-21.7900452337044,-88.59134711878987,2011-05-24 21:33:46.013006504,5.056865596695529,0
Indian,Antarctic,9.629921643663144,-158.32066879971495,2011-05-27 10:56:14.887443720,1.4455690411551776,0
Pacific,South Indian,66.22703490658911,64.2713078628233,2011-05-30 00:18:43.761880936,15.364137014452565,1
Pacific,Antarctic,31.74991451592396,145.24252168240736,2011-06-01 13:41:12.636318152,6.5036436423483055,0
Arctic,South Pacific,53.48333495317025,130.9042803311832,2011-06-04 03:03:41.510755376,17.873352375259955,1
Indian,South Pacific,27.43974866197169,153.8289334771969,2011-06-06 16:26:10.385192592,14.894637781147283,1
Pacific,South Atlantic,-59.61484632714841,-92.59146006254092,2011-06-09 05:48:39.259629808,1.4312645261878485,0
Pacific,South Atlantic,45.81679558266381,-10.19689033088139,2011-06-11 19:11:08.134067032,8.889984328039871,0
Indian,South Indian,-31.07226425693196,179.88235388715322,2011-06-14 08:33:37.008504248,2.482542943966379,0
Pacific,South Atlantic,-26.69105690892694,91.60548140040132,2011-06-16 21:56:05.882941464,8.509033392183829,0
Pacific,South Pacific,-8.67762380780719,87.90155898581483,2011-06-19 11:18:34.757378688,4.112045501278329,0
Atlantic,Arctic,60.40058296836285,-43.614139708011955,2011-06-22 00:41:03.631815904,46.22906248488266,1
Indian,Antarctic,32.59365785810309,-130.43116291593668,2011-06-24 14:03:32.506253120,105.99875804392153,1
Indian,North Atlantic,61.878378278745785,85.19642467876457,2011-06-27 03:26:01.380690344,5.784714763895257,0
Pacific,North Indian,16.98472345579837,136.3311301773873,2011-06-29 16:48:30.255127560,8.157670042236937,0
Indian,North Atlantic,36.992708801075544,-115.76100369724192,2011-07-02 06:10:59.129564776,0.7519557029395834,0
Pacific,North Atlantic,28.760861478728582,-109.03250790075003,2011-07-04 19:33:28.004002000,1.4271917664680114,0
Pacific,South Pacific,2.434700336531569,133.34789828098812,2011-07-07 08:55:56.878439216,10.87211549487853,0
Indian,North Atlantic,-26.566972316824454,23.070571807905043,2011-07-09 22:18:25.752876432,7.153731884202306,0
Indian,Antarctic,-42.07315317505658,32.84744607022108,2011-07-12 11:40:54.627313656,11.260364819630157,0
Arctic,South Indian,23.393747978357418,135.69081547350493,2011-07-15 01:03:23.501750872,3.3266751772897476,0
Indian,North Pacific,-13.592120021785318,4.56770603837211,2011-07-17 14:25:52.376188088,10.000788880758153,0
Atlantic,South Atlantic,30.43365380653594,-39.449179377195584,2011-07-20 03:48:21.250625312,0.5888995648367095,0
Pacific,North Pacific,38.351845944994,138.74352994698882,2011-07-22 17:10:50.125062528,4.017988524440354,0
Atlantic,Arctic,13.640658777352456,-126.22156316235797,2011-07-25 06:33:18.999499744,11.781858913136364,0
Pacific,Antarctic,48.04653817330694,-174.42631471049447,2011-07-27 19:55:47.873936968,40.308711670862664,1
Pacific,Antarctic,62.87466894651086,39.061660669483146,2011-07-30 09:18:16.748374184,6.57335096857535,0
Southern,North Indian,-21.604135983353046,94.12715593295631,2011-08-01 22:40:45.622811400,13.327477292889212,0
Atlantic,Antarctic,40.45673879103358,-119.3812926109004,2011-08-04 12:03:14.497248624,3.783441375945939,0
Arctic,South Atlantic,37.42808243140251,14.16535374271671,2011-08-07 01:25:43.371685840,11.514262015695598,0
Indian,Antarctic,-27.167060734961694,-45.9793235484331,2011-08-09 14:48:12.246123056,4.5090592009622315,0
Indian,North Atlantic,52.09007982053953,-16.796573140642472,2011-08-12 04:10:41.120560280,52.18009233255078,1
Atlantic,North Indian,-12.125837316651284,-163.6019438524731,2011-08-14 17:33:09.994997496,5.318183733761196,0
Atlantic,South Atlantic,-19.854689563028444,87.63313727675313,2011-08-17 06:55:38.869434712,6.234830381888987,0
Atlantic,South Indian,-26.47548569894562,-8.558232344873204,2011-08-19 20:18:07.743871936,16.02507619743943,1
Pacific,South Indian,33.39739171562037,-38.86936747070715,2011-08-22 09:40:36.618309152,12.212322640794772,0
Indian,South Indian,24.067457910787667,163.00938536970236,2011-08-24 23:03:05.492746368,5.1272316947206225,0
Pacific,South Indian,-54.79829303043383,-60.36843213361453,2011-08-27 12:25:34.367183592,11.132016578593063,0
Pacific,North Atlantic,47.41498948213554,83.28423426669777,2011-08-30 01:48:03.241620808,2.5733841594063707,0
Indian,Antarctic,-24.568805773906217,134.99621820879173,2011-09-01 15:10:32.116058024,9.265728979137826,0
Pacific,North Pacific,-46.4701256656279,104.16005364259884,2011-09-04 04:33:00.990495240,12.797822325588278,0
Southern,South Atlantic,-22.00227754779709,56.079828642304854,2011-09-06 17:55:29.864932464,4.8419951357092605,0
Southern,North Atlantic,42.89454909034567,-83.80837916871718,2011-09-09 07:17:58.739369680,5.104278458057851,0
Southern,South Indian,-7.576145241076667,156.7963942242358,2011-09-11 20:40:27.613806896,3.937271651941973,0
Atlantic,Arctic,-55.482489374574016,139.99833867017975,2011-09-14 10:02:56.488244120,1.7579020702498398,0
Pacific,Antarctic,23.66208070433449,144.78341759189416,2011-09-16 23:25:25.362681336,11.192117389486643,0
Southern,North Pacific,36.51466654328177,161.6312393873644,2011-09-19 12:47:54.237118552,4.594236347012392,0
Atlantic,Arctic,-10.297598607168766,-19.08493554908956,2011-09-22 02:10:23.111555776,12.889824728243756,0
Southern,North Indian,45.377367032685214,5.434350559858794,2011-09-24 15:32:51.985992992,6.156939805188059,0
Southern,Arctic,34.70758824266214,138.05325602211929,2011-09-27 04:55:20.860430208,13.664424546605636,0
Arctic,North Indian,-3.639133989543252,-93.74584213245912,2011-09-29 18:17:49.734867432,1.3316498667334764,0
Pacific,North Indian,-36.797070334878974,92.47809875509274,2011-10-02 07:40:18.609304648,2.3489318133346138,0
Atlantic,South Indian,-58.45241904977946,-0.5347940439394616,2011-10-04 21:02:47.483741864,3.1838673458573172,0
Arctic,North Indian,29.665577075582668,-118.23751032228785,2011-10-07 10:25:16.358179088,24.460366619557288,1
