Oceans,Regions,Latitude,Longitude,Date,Concentration,is_hotspot,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,days_since_start,years_since_start,lat_rad,lon_rad,x,y,z,lat_bin,lon_bin,spatial_grid,distance_from_equator,distance_from_prime_meridian,northern_hemisphere,eastern_hemisphere,coastal_proxy,Oceans_encoded,Oceans_Pacific,Oceans_Atlantic,Oceans_Indian,Oceans_Arctic,Oceans_Southern,Regions_encoded,Regions_North Pacific,Regions_South Atlantic,Regions_North Atlantic,Regions_North Indian,Regions_Antarctic,is_pacific,is_atlantic,is_indian,is_arctic,is_southern,ocean_basin,water_body_type,distance_to_pacific_gyre,distance_to_atlantic_gyre,distance_to_great_barrier_reef,distance_to_mediterranean_center,distance_to_north_pole,distance_to_equator_center,nearest_neighbor_distance,distance_to_centroid,lat_month_interaction,lon_season_interaction,gyre_distance_season,lat_lon_product,coord_magnitude,spatial_Latitude_count,spatial_Latitude_mean,spatial_Latitude_std,spatial_Longitude_mean,spatial_Longitude_std,spatial_year_min,spatial_year_max,spatial_year_nunique,monthly_Latitude_count,monthly_Latitude_mean,monthly_Longitude_mean
Pacific,South Indian,37.400722978320736,157.08490108958998,2010-01-26 13:44:48.744372186,5.411790062773041,0,2010,1,26,26,4,1,winter,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,25,0.06844626967830253,0.6527657585979967,2.741648729182973,-4661.753761847034,1970.6497464141787,3869.6553387689137,14,18,298,37.400722978320736,157.08490108958998,1,1,1562.1479416474795,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,Pacific_Basin,Temperate,5544.067441917336,12312.334906388136,6250.194566055844,10966.935896447727,5848.77274998245,15237.077365637331,87.39223080378541,14401.989237328164,37.400722978320736,157.08490108958998,5544.067441917336,5875.088869728668,161.47594319163258,32,34.22106010408147,2.0501151986908837,149.64235924532412,4.695183813523835,2010,2023,14,171,9.855214768686333,-2.1158080836277118
Southern,Arctic,35.85550329056646,150.1848473025077,2010-01-29 03:07:17.618809404,48.63941591315143,1,2010,1,29,29,4,1,winter,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,28,0.07665982203969883,0.6257965873800458,2.6212200720336836,-4480.179942536041,2567.39695273752,3731.7692278022564,14,18,298,35.85550329056646,150.1848473025077,1,1,945.5584306822575,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Pacific_Basin,Temperate,6181.765734578728,12615.274158188504,5997.846500567713,10779.405064564124,6020.593339812014,14976.34214794128,145.31822179642708,14289.005967171835,35.85550329056646,150.1848473025077,6181.765734578728,5384.953286648287,154.40565234309713,32,34.22106010408147,2.0501151986908837,149.64235924532412,4.695183813523835,2010,2023,14,171,9.855214768686333,-2.1158080836277118
Arctic,South Pacific,35.34471029048025,-137.7441059863496,2010-01-31 16:29:46.493246623,8.10066699507931,0,2010,1,31,31,4,1,winter,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,30,0.08213552361396304,0.6168815677324018,-2.404088174677832,-3846.3603236263716,-3494.509933154216,3685.5872785648903,14,2,282,35.34471029048025,137.7441059863496,1,0,1790.6132678894026,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,Atlantic_Basin,Temperate,208.59236908545523,8763.294054844084,9888.594715429474,11595.037888256913,6077.390929987155,14137.04157906871,95.06194237093086,12799.296966312168,35.34471029048025,-137.7441059863496,208.59236908545523,-4868.525520308734,142.20649520854064,39,34.31166341861575,1.9971700671418933,-134.584114302088,4.73239063066018,2010,2023,13,171,9.855214768686333,-2.1158080836277118
Pacific,North Pacific,52.6793202978747,6.921627908229988,2010-02-03 05:52:15.367683841,1.85692482071153,0,2010,2,3,34,5,1,winter,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,33,0.09034907597535935,0.9194275869105936,0.12080519659654121,3834.430229193066,465.48572050841597,5066.567759485031,17,10,350,52.6793202978747,6.921627908229988,1,1,483.94699618286506,3,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,9752.640049349053,4544.154045940938,14841.029199168806,1959.804457038607,4149.870241802894,5892.997140085325,89.84058971733879,4826.008896044879,105.3586405957494,6.921627908229988,9752.640049349053,364.62665356035603,53.1320968901667,25,52.90028066352101,1.6352103237371483,6.399142851999601,4.131723937626008,2010,2023,13,154,15.455591133940944,-3.862383259669742
Pacific,North Indian,-58.49561416181486,-72.14664398932237,2010-02-05 19:14:44.242121060,1.9032204646017647,0,2010,2,5,36,5,1,winter,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,35,0.09582477754962354,-1.0209410650998925,-1.259196481877852,1020.6888388853178,-3168.9316154714506,-5431.915657541126,0,5,5,58.49561416181486,72.14664398932237,0,0,8983.036112621718,3,1,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,Atlantic_Basin,Temperate,12134.362788999164,10282.396837262639,10786.50463454762,13197.946006886674,16511.9589237617,8982.43704326501,223.30975197697998,9669.162518294905,-116.99122832362973,-72.14664398932237,12134.362788999164,4220.262249869221,92.88097283668998,6,-57.10489765999308,1.08604761095748,-79.11526515847689,4.862469007189527,2010,2022,6,154,15.455591133940944,-3.862383259669742
Pacific,South Indian,51.36090726332384,-66.7217332391907,2010-02-08 08:37:13.116558279,2.907704625213033,0,2010,2,8,39,6,1,winter,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,38,0.10403832991101986,0.8964169385564712,-1.1645139276612189,1572.1466679691673,-3654.298634706464,4976.3538200951825,17,6,346,51.36090726332384,66.7217332391907,1,0,1310.3055993838175,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,5946.057251627215,3238.6540096119493,15270.72193836311,6434.795698452637,4296.471082467008,8418.987394409512,120.19286690191241,7057.852385292787,102.72181452664768,-66.7217332391907,5946.057251627215,-3426.8887533463053,84.20054917489242,7,53.02094286021537,2.481983952449996,-66.5285086393181,3.8588876656635622,2010,2017,4,154,15.455591133940944,-3.862383259669742
Pacific,South Atlantic,8.24143095165078,-8.233283737554032,2010-02-10 21:59:41.990995497,3.7747106647792226,0,2010,2,10,41,6,1,winter,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,40,0.10951403148528405,0.1438401051820757,-0.14369790947122257,6240.219204308143,-902.9299201034815,913.2485103003281,10,9,209,8.24143095165078,8.233283737554032,1,0,4870.305759586493,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Atlantic_Basin,Tropical,13036.951031880966,4095.8988921679056,17126.386051041354,3882.5121548344937,9091.138087895282,1293.1131118606788,302.3656920586413,338.98800327095444,16.48286190330156,-8.233283737554032,13036.951031880966,-67.85403942840082,11.649383899327002,4,8.782194594359337,2.1250221365065487,-5.354410689569486,4.0938777077713215,2010,2017,4,154,15.455591133940944,-3.862383259669742
Atlantic,North Pacific,-18.826774136721912,-87.0630596429478,2010-02-13 11:22:10.865432716,1.1131788178300384,0,2010,2,13,44,6,1,winter,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,43,0.11772758384668036,-0.32858919621511046,-1.519537047629638,308.96540657544284,-6022.221938674754,-2055.9728351522945,6,5,125,18.826774136721912,87.0630596429478,0,0,6736.3877263158365,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,Atlantic_Basin,Tropical,8184.975900831085,7406.509324195071,12829.423102256482,12283.671641098446,12100.985167096755,9698.456757798627,278.9719201250338,9435.301598444115,-37.653548273443825,-87.0630596429478,8184.975900831085,1639.116559549727,89.07538256323477,3,-17.7978141056807,1.3275930274486145,-81.86352216547424,6.893505781082873,2010,2021,3,154,15.455591133940944,-3.862383259669742
Atlantic,North Indian,47.76913911580214,-67.34707632102736,2010-02-16 00:44:39.739869934,10.27035323123835,0,2010,2,16,47,7,1,winter,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,46,0.12594113620807665,0.8337287584139602,-1.1754282233938371,1649.2316591907925,-3951.732197390543,4717.360339684651,16,6,326,47.76913911580214,67.34707632102736,1,0,947.2563149198309,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0,Atlantic_Basin,Temperate,5996.078556795733,3054.6758837836587,15474.237544461972,6615.388520702832,4695.857478154945,8339.313548613634,233.28172535700972,6991.017876120865,95.53827823160428,-67.34707632102736,5996.078556795733,-3217.1118578217,82.56827078760425,11,47.033636371706194,2.1853987946435,-67.43713833638763,4.4786013158348625,2010,2022,7,154,15.455591133940944,-3.862383259669742
Pacific,South Atlantic,36.578133593983914,143.9486214657102,2010-02-18 14:07:08.614307153,12.728844759204549,0,2010,2,18,49,7,1,winter,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,48,0.13141683778234087,0.638408865449366,2.5123773982836286,-4136.3939781975405,3010.9369966470954,3796.596404590946,14,18,298,36.578133593983914,143.9486214657102,1,1,393.7828832330037,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Indian_Basin,Temperate,6668.955439657383,12600.478394475127,6077.2732149273,10378.098573391788,5940.240516232376,14509.308005235189,53.04140662829523,13914.107331679079,73.15626718796783,143.9486214657102,6668.955439657383,5265.371906642568,148.52328261622034,32,34.22106010408147,2.0501151986908837,149.64235924532412,4.695183813523835,2010,2023,14,154,15.455591133940944,-3.862383259669742
Indian,Antarctic,68.74867584525214,-110.81781604279838,2010-02-21 03:29:37.488744372,5.205897445612022,0,2010,2,21,52,7,1,winter,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,51,0.13963039014373715,1.1998907498859455,-1.9341357598162252,-820.6948536024232,-2158.4723785931296,5937.768768495538,19,3,383,68.74867584525214,110.81781604279838,1,0,3795.390193878222,2,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,Atlantic_Basin,Polar,4165.166121096963,6150.171878018556,12358.878020877526,7550.226807367745,2363.0394304869274,10830.525123122932,189.87272328331736,9483.301915363452,137.49735169050427,-110.81781604279838,4165.166121096963,-7618.578113005128,130.41076942864441,5,67.98733117578989,2.102362346447449,-115.06479703456701,2.6527908394706583,2010,2023,5,154,15.455591133940944,-3.862383259669742
Pacific,North Atlantic,48.301055545052336,-2.1629711930863293,2010-02-23 16:52:06.363181590,57.152357767207974,1,2010,2,23,54,8,1,winter,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059164,53,0.14510609171800137,0.8430124514498276,-0.03775096894514646,4235.075383439775,-159.95419197499564,4756.909937454363,16,9,329,48.301055545052336,2.1629711930863293,1,0,390.84414962681007,3,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,9852.393112343114,3789.0127835663643,15646.195946399921,1959.4352604075104,4636.711069823435,5374.875342383761,20.437740435248397,4208.779967836187,96.60211109010467,-2.1629711930863293,9852.393112343114,-104.47379173961092,48.34946133255625,20,47.40488421799335,1.852525004034924,-6.622790303163535,5.031851334424861,2010,2023,12,154,15.455591133940944,-3.862383259669742
Pacific,South Atlantic,41.51544136513973,-147.2350254412218,2010-02-26 06:14:35.237618809,4.809176866452726,0,2010,2,26,57,8,1,winter,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,56,0.15331964407939766,0.7245811422403378,-2.5697359682069374,-4011.4675164699806,-2581.7450447036163,4222.838131926736,15,1,301,41.51544136513973,147.2350254412218,1,0,2671.0503526884227,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,960.4733488069629,9117.312665264104,9449.418103772421,11207.861844761665,5391.236940797095,14346.80611169274,141.41456311340602,12977.887050433534,83.03088273027946,-147.2350254412218,960.4733488069629,-6112.5270655999,152.97609155818952,11,40.98855613261214,1.7113003624846859,-151.14310979136457,6.071131207332814,2010,2023,10,154,15.455591133940944,-3.862383259669742
Atlantic,South Pacific,42.26885477479259,-128.06574269260753,2010-02-28 19:37:04.112056028,24.601279478157515,1,2010,2,28,59,8,1,winter,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,58,0.15879534565366188,0.7377306868674569,-2.23516886899787,-2906.8090871081918,-3711.7593798260646,4285.200606433551,15,2,302,42.26885477479259,128.06574269260753,1,0,1259.1918900862893,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,Atlantic_Basin,Temperate,1312.2892128159908,7675.398560874261,10939.147901988854,10538.107485511655,5307.461191977719,13026.018412393707,56.047762923569245,11678.17636008141,84.53770954958517,-128.06574269260753,1312.2892128159908,-5413.192279499783,134.86100450234554,30,39.77929474376851,1.5305836741923746,-135.53164533523608,5.288189932216005,2010,2023,12,154,15.455591133940944,-3.862383259669742
Atlantic,South Pacific,30.32661829186052,129.09187670372745,2010-03-03 08:59:32.986493246,1.844665667987058,0,2010,3,3,62,9,1,spring,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,61,0.16700889801505817,0.5292993401885048,2.2530782860586083,-3467.6067708938135,4268.125415422012,3216.9006389194024,13,17,277,30.32661829186052,129.09187670372745,1,1,1154.5128023199172,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,Indian_Basin,Temperate,8210.047564897417,13208.467948578167,5705.37644278462,9932.759117553329,6635.377301669321,13674.247607929337,273.6453629313905,13423.874066952325,90.97985487558157,129.09187670372745,8210.047564897417,3914.920069373864,132.60624573492223,15,28.357128137433957,1.7990995702428805,135.91381622524582,5.879376363332982,2010,2023,11,170,9.257574351214949,-3.831436848278352
Indian,North Atlantic,-5.886070083190237,-84.42028180141841,2010-03-05 22:22:01.860930465,9.973637552684886,0,2010,3,5,64,9,1,spring,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,63,0.17248459958932238,-0.10273130295480618,-1.4734118728962011,616.1902356321875,-6307.383270086288,-653.3505014516777,8,5,165,5.886070083190237,84.42028180141841,0,0,5288.354980503838,2,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,Atlantic_Basin,Tropical,7373.451994648735,6189.897263443007,13781.041648918383,11238.390282939761,10662.044529135357,9390.38841748658,157.90620096667055,8840.478875227536,-17.65821024957071,-84.42028180141841,7373.451994648735,496.9036951258181,84.62523146470635,6,-5.746164575464459,1.3279115225093476,-82.36282063815437,7.7733537427838355,2010,2018,4,170,9.257574351214949,-3.831436848278352
Pacific,North Pacific,-19.082634406442164,90.35841965110352,2010-03-08 11:44:30.735367683,11.588933539064946,0,2010,3,8,67,10,1,spring,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,66,0.1806981519507187,-0.3330548003467696,1.5770519298105024,-37.66412136164349,6020.783283155797,-2082.880474543308,6,15,135,19.082634406442164,90.35841965110352,0,1,6185.848122039751,3,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,Indian_Basin,Tropical,14783.776551369876,14889.494660641352,5945.529712676819,10000.576638145003,12129.435531019555,10045.207738765497,164.9841058788573,11080.849350689767,-57.24790321932649,90.35841965110352,14783.776551369876,-1724.2766877458878,92.3514533601657,24,-17.428890664221875,2.025342175123926,95.58723217555716,4.1708892964142015,2010,2023,9,170,9.257574351214949,-3.831436848278352
Atlantic,North Indian,-25.0497710133808,105.73229142612249,2010-03-11 01:06:59.609804902,3.63062535344662,0,2010,3,11,70,10,1,spring,1.0,6.123233995736766e-17,0.9338372288229252,0.35769823883312546,69,0.188911704312115,-0.43720098105413147,1.8453766110640082,-1564.9682988440104,5555.530965148547,-2697.5156939096664,5,15,115,25.0497710133808,105.73229142612249,0,1,4472.983841415599,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0,Indian_Basin,Temperate,13701.475614644034,16604.26423784238,4323.390045510047,11671.638964733134,12792.950848306158,11588.69305240886,228.95975705204918,12711.483784074124,-75.1493130401424,105.73229142612249,13701.475614644034,-2648.5696889444143,108.6591389531562,25,-23.80434108903828,2.1299107035831875,96.29505669557301,5.042392697756984,2010,2023,11,170,9.257574351214949,-3.831436848278352
Atlantic,South Atlantic,0.1237273527271354,20.178872740785938,2010-03-13 14:29:28.484242121,8.733989632834875,0,2010,3,13,72,10,1,spring,1.0,6.123233995736766e-17,0.9455963874271426,0.3253420847119801,71,0.1943874058863792,0.0021594496798648982,0.3521877686676469,5979.935888314261,2197.6848030145543,13.757843217765146,9,11,191,0.1237273527271354,20.178872740785938,1,1,6015.684504314,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Indian_Basin,Tropical,15600.469432744445,7163.339960840272,13876.649532527243,4025.0245608598066,9993.785544099868,2243.8286936866903,309.3023304679131,3149.197741419126,0.3711820581814062,20.178872740785938,15600.469432744445,2.496678505235199,20.17925205617509,4,2.1652007347410156,1.5907842277302382,22.87708250305392,5.221867265704129,2010,2022,4,170,9.257574351214949,-3.831436848278352
Pacific,South Pacific,37.11110494760472,149.73398859736122,2010-03-16 03:51:57.358679339,3.593892767243234,0,2010,3,16,75,11,1,spring,1.0,6.123233995736766e-17,0.9611297838723007,0.27609697309746883,74,0.2026009582477755,0.6477109703888602,2.613351103167599,-4388.141025434952,2560.731808950599,3844.0228854057673,14,18,298,37.11110494760472,149.73398859736122,1,1,911.1266212096601,3,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,Pacific_Basin,Temperate,6169.466920819657,12484.067960724731,6134.777978347484,10642.057382141198,5880.976805662859,14848.1549508489,145.31822179642708,14148.003927804102,111.33331484281416,149.73398859736122,6169.466920819657,5556.793765060121,154.26438815133852,32,34.22106010408147,2.0501151986908837,149.64235924532412,4.695183813523835,2010,2023,14,170,9.257574351214949,-3.831436848278352
